type	sentence	t_verb	f_verb	verb_index
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist runs	runs	run	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist speaks	speaks	speak	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist thinks	thinks	think	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist walks	walks	walk	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is tall	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is old	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is young	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is short	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is happy	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is sad	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the artist is angry	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister lives	lives	live	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister runs	runs	run	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister speaks	speaks	speak	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister thinks	thinks	think	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister walks	walks	walk	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is tall	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is old	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is young	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is short	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is happy	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is sad	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the minister is angry	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver lives	lives	live	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver runs	runs	run	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver speaks	speaks	speak	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver thinks	thinks	think	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver walks	walks	walk	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is tall	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is old	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is young	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is short	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is happy	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is sad	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the taxi driver is angry	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive lives	lives	live	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive runs	runs	run	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive speaks	speaks	speak	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive thinks	thinks	think	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive walks	walks	walk	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is tall	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is old	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is young	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is short	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is happy	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is sad	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the executive is angry	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent lives	lives	live	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent runs	runs	run	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent speaks	speaks	speak	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent thinks	thinks	think	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent walks	walks	walk	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is tall	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is old	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is young	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is short	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is happy	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is sad	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author near the parent is angry	is	are	6
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the guard is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the architect is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the dancer is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the artist is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the minister is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver lives	lives	live	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver runs	runs	run	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver speaks	speaks	speak	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver thinks	thinks	think	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver walks	walks	walk	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is tall	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is old	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is young	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is short	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is happy	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is sad	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the taxi driver is angry	is	are	10
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the executive is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent lives	lives	live	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent runs	runs	run	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent speaks	speaks	speak	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent thinks	thinks	think	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent walks	walks	walk	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is tall	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is old	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is young	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is short	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is happy	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is sad	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author to the side of the parent is angry	is	are	9
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard lives	lives	live	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard runs	runs	run	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard speaks	speaks	speak	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard thinks	thinks	think	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard walks	walks	walk	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is tall	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is old	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is young	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is short	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is happy	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is sad	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the guard is angry	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect lives	lives	live	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect runs	runs	run	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect speaks	speaks	speak	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect thinks	thinks	think	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect walks	walks	walk	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is tall	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is old	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is young	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is short	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is happy	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is sad	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the architect is angry	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer lives	lives	live	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer runs	runs	run	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer speaks	speaks	speak	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer thinks	thinks	think	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer walks	walks	walk	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is tall	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is old	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is young	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is short	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is happy	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is sad	is	are	7
prep_anim.pickle_sing_MS_MV_sing_MS	the author across from the dancer is angry	is	are	7
